job_title,salary_usd,experience_level,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,company_name,experience_level_enc,company_size_enc,education_required_enc,employment_type_FL,employment_type_FT,employment_type_PT,company_location_freq,employee_residence_freq
Deep Learning Engineer,301525,EX,Norway,M,Norway,0,"Tableau, Kubernetes, Linux, AWS",PhD,15,Media,9.0,TechCorp Inc,3,1,3,0,1,0,0.04846938775510204,0.03903061224489796
AI Specialist,69234,EN,Canada,M,Ireland,100,"Computer Vision, Java, Data Visualization",PhD,0,Retail,5.0,AI Innovations,0,1,3,0,1,0,0.053316326530612246,0.04311224489795919
Data Analyst,104865,MI,Denmark,M,Denmark,100,"NLP, Python, Java, Statistics",Master,2,Gaming,7.7,Cloud AI Solutions,1,1,2,0,1,0,0.049829931972789114,0.03843537414965986
AI Consultant,80666,MI,Netherlands,S,Netherlands,100,"TensorFlow, Python, SQL, R, GCP",Associate,3,Healthcare,7.3,TechCorp Inc,1,0,0,0,0,1,0.050425170068027214,0.04047619047619048
Research Scientist,226551,SE,Switzerland,L,Switzerland,0,"R, Python, Tableau, Deep Learning",Bachelor,9,Retail,9.0,Advanced Robotics,2,2,1,1,0,0,0.04957482993197279,0.04175170068027211
Data Engineer,100944,SE,Netherlands,S,Netherlands,50,"Python, TensorFlow, PyTorch",Master,8,Healthcare,6.9,Advanced Robotics,2,0,2,0,0,0,0.050425170068027214,0.04047619047619048
AI Architect,90736,MI,South Korea,M,Colombia,50,"Data Visualization, Git, R",Bachelor,3,Finance,7.6,Future Systems,1,1,1,0,0,0,0.053061224489795916,0.006377551020408163
Deep Learning Engineer,63981,EN,Israel,L,Israel,0,"SQL, NLP, Tableau, Computer Vision",PhD,1,Retail,8.7,Cognitive Computing,0,2,3,1,0,0,0.05187074829931973,0.04098639455782313
Autonomous Systems Engineer,133642,MI,Norway,L,Norway,100,"Scala, Statistics, Spark",Master,4,Manufacturing,7.5,Predictive Systems,1,2,2,0,0,1,0.04846938775510204,0.03903061224489796
AI Product Manager,58528,SE,India,L,India,50,"Hadoop, Git, PyTorch, Azure",PhD,5,Consulting,9.9,Advanced Robotics,2,2,3,1,0,0,0.03945578231292517,0.03784013605442177
Robotics Engineer,97289,SE,United Kingdom,S,United Kingdom,50,"NLP, AWS, Java",Bachelor,8,Automotive,5.1,Autonomous Tech,2,0,1,0,0,1,0.052636054421768705,0.042006802721088435
Machine Learning Engineer,94416,MI,Canada,M,Canada,100,"Linux, Spark, Scala, Python",Associate,4,Retail,5.1,TechCorp Inc,1,1,0,0,0,1,0.053316326530612246,0.04336734693877551
Research Scientist,138827,EX,Australia,S,Australia,100,"Docker, Data Visualization, Tableau, TensorFlow, AWS",Master,15,Manufacturing,9.4,Machine Intelligence Group,3,0,2,0,0,0,0.047448979591836735,0.039965986394557826
Data Scientist,206355,EX,Germany,M,Germany,50,"Linux, Computer Vision, PyTorch, TensorFlow",PhD,14,Government,5.4,Digital Transformation LLC,3,1,3,0,0,0,0.05136054421768708,0.04149659863945578
AI Specialist,145377,EX,United Kingdom,S,United Kingdom,100,"Git, Deep Learning, Data Visualization",PhD,10,Technology,9.6,DataVision Ltd,3,0,3,0,0,1,0.052636054421768705,0.042006802721088435
AI Product Manager,94059,MI,Singapore,S,Singapore,50,"Python, GCP, Statistics, Computer Vision, Kubernetes",Associate,4,Telecommunications,9.2,AI Innovations,1,0,0,0,0,0,0.05204081632653061,0.04175170068027211
Data Engineer,131352,SE,Norway,S,Sweden,0,"Scala, MLOps, GCP, Java",Bachelor,9,Retail,5.8,Machine Intelligence Group,2,0,1,0,0,1,0.04846938775510204,0.03988095238095238
AI Research Scientist,122176,SE,Sweden,M,Sweden,100,"Python, Git, Scala, TensorFlow",PhD,9,Government,9.2,Future Systems,2,1,3,1,0,0,0.05085034013605442,0.03988095238095238
AI Product Manager,251508,EX,France,L,France,0,"GCP, R, Tableau, Spark",Associate,15,Finance,9.0,Future Systems,3,2,0,0,0,1,0.050255102040816325,0.04319727891156463
AI Specialist,252641,EX,Ireland,L,Ireland,100,"Tableau, Scala, NLP, Python, Java",Master,17,Transportation,7.9,TechCorp Inc,3,2,2,0,1,0,0.05127551020408163,0.04311224489795919
AI Specialist,26272,EN,India,M,Argentina,100,"Kubernetes, Tableau, Scala",Bachelor,1,Energy,7.7,Advanced Robotics,0,1,1,1,0,0,0.03945578231292517,0.0068877551020408165
Machine Learning Researcher,75499,EN,Sweden,L,Sweden,0,"GCP, Linux, Deep Learning, Java, Kubernetes",PhD,1,Education,9.6,Future Systems,0,2,3,0,1,0,0.05085034013605442,0.03988095238095238
NLP Engineer,153403,SE,Sweden,L,Sweden,50,"GCP, Azure, Mathematics",Bachelor,7,Healthcare,5.7,Autonomous Tech,2,2,1,0,0,1,0.05085034013605442,0.03988095238095238
AI Software Engineer,98915,MI,Israel,M,Israel,0,"Docker, Git, TensorFlow, GCP",Associate,3,Real Estate,7.5,Machine Intelligence Group,1,1,0,0,0,0,0.05187074829931973,0.04098639455782313
Data Analyst,39616,EN,South Korea,S,South Korea,0,"TensorFlow, Scala, Tableau, R, Python",PhD,0,Real Estate,8.0,DeepTech Ventures,0,0,3,0,1,0,0.053061224489795916,0.04013605442176871
Data Analyst,80632,EN,Norway,S,Norway,100,"Tableau, GCP, Linux",PhD,1,Media,9.2,Advanced Robotics,0,0,3,0,1,0,0.04846938775510204,0.03903061224489796
Machine Learning Engineer,105774,EN,United States,L,United States,0,"PyTorch, MLOps, Docker",Associate,1,Automotive,7.1,Digital Transformation LLC,0,2,0,1,0,0,0.05314625850340136,0.042261904761904764
Deep Learning Engineer,104797,SE,Ireland,S,Ireland,50,"Python, Data Visualization, Spark, SQL, Java",PhD,5,Retail,8.8,Cognitive Computing,2,0,3,0,0,0,0.05127551020408163,0.04311224489795919
Autonomous Systems Engineer,110919,SE,South Korea,M,Australia,50,"Scala, Mathematics, Deep Learning, Computer Vision",Associate,9,Technology,6.7,Future Systems,2,1,0,0,1,0,0.053061224489795916,0.039965986394557826
Data Engineer,87493,MI,Denmark,S,Denmark,100,"MLOps, Hadoop, Linux, Scala",PhD,4,Energy,6.5,Advanced Robotics,1,0,3,1,0,0,0.049829931972789114,0.03843537414965986
Head of AI,82250,MI,Sweden,M,Sweden,0,"Azure, MLOps, Statistics, R, GCP",Associate,2,Consulting,7.2,DataVision Ltd,1,1,0,0,0,1,0.05085034013605442,0.03988095238095238
Principal Data Scientist,67144,EX,India,M,India,0,"Git, Python, NLP, Deep Learning, R",Associate,18,Finance,5.1,Predictive Systems,3,1,0,0,1,0,0.03945578231292517,0.03784013605442177
ML Ops Engineer,206540,EX,Germany,M,Germany,50,"R, Mathematics, TensorFlow",PhD,11,Media,9.8,TechCorp Inc,3,1,3,0,1,0,0.05136054421768708,0.04149659863945578
Data Analyst,138997,SE,Israel,L,Israel,50,"Python, Git, Computer Vision, Java, GCP",Bachelor,5,Telecommunications,6.3,Algorithmic Solutions,2,2,1,0,0,0,0.05187074829931973,0.04098639455782313
AI Specialist,118702,SE,Australia,M,New Zealand,50,"AWS, MLOps, Hadoop, NLP, R",Master,5,Government,8.3,Neural Networks Co,2,1,2,0,0,0,0.047448979591836735,0.007227891156462585
Machine Learning Researcher,119559,MI,United States,L,United States,0,"PyTorch, Linux, NLP, MLOps, Java",Bachelor,2,Real Estate,5.9,Quantum Computing Inc,1,2,1,0,0,0,0.05314625850340136,0.042261904761904764
AI Product Manager,117952,SE,Singapore,M,France,50,"MLOps, SQL, Python, Computer Vision",PhD,5,Technology,5.7,AI Innovations,2,1,3,1,0,0,0.05204081632653061,0.04319727891156463
Computer Vision Engineer,84353,MI,Israel,S,Luxembourg,0,"Azure, AWS, Computer Vision",Bachelor,2,Media,7.8,Machine Intelligence Group,1,0,1,0,0,1,0.05187074829931973,0.006207482993197279
Deep Learning Engineer,126440,EX,South Korea,S,South Korea,100,"R, Computer Vision, Scala, Java",Associate,18,Transportation,5.9,DataVision Ltd,3,0,0,0,1,0,0.053061224489795916,0.04013605442176871
AI Specialist,155786,SE,Netherlands,M,United States,50,"NLP, SQL, MLOps",Bachelor,8,Education,8.5,AI Innovations,2,1,1,1,0,0,0.050425170068027214,0.042261904761904764
Data Engineer,69937,EN,Canada,L,South Korea,0,"Tableau, Git, Java, NLP, Mathematics",PhD,1,Healthcare,6.4,Cloud AI Solutions,0,2,3,0,0,0,0.053316326530612246,0.04013605442176871
AI Consultant,94896,SE,South Korea,S,South Korea,100,"Python, MLOps, Azure, Tableau",Associate,7,Finance,5.9,Cognitive Computing,2,0,0,0,0,0,0.053061224489795916,0.04013605442176871
Research Scientist,41667,MI,China,M,China,100,"Data Visualization, Kubernetes, MLOps, TensorFlow",Master,3,Finance,9.0,Cognitive Computing,1,1,2,0,0,0,0.050085034013605444,0.04353741496598639
AI Research Scientist,83692,MI,United States,S,Poland,100,"Git, Tableau, Data Visualization, Kubernetes",Master,2,Real Estate,8.6,Autonomous Tech,1,0,2,0,0,0,0.05314625850340136,0.005442176870748299
AI Product Manager,113864,SE,Ireland,S,Kenya,50,"R, Hadoop, SQL, Data Visualization",Master,6,Finance,5.3,Predictive Systems,2,0,2,0,1,0,0.05127551020408163,0.006207482993197279
Deep Learning Engineer,133384,EX,Austria,S,Austria,0,"Python, TensorFlow, Tableau",Master,11,Real Estate,8.8,TechCorp Inc,3,0,2,0,0,1,0.04625850340136054,0.03860544217687075
Data Engineer,121528,SE,Germany,M,Germany,100,"TensorFlow, Kubernetes, Computer Vision, Tableau, Data Visualization",Associate,7,Energy,5.6,Advanced Robotics,2,1,0,0,1,0,0.05136054421768708,0.04149659863945578
Principal Data Scientist,163454,EX,Australia,S,Thailand,50,"Python, GCP, NLP",PhD,10,Automotive,9.6,Algorithmic Solutions,3,0,3,0,0,1,0.047448979591836735,0.005952380952380952
NLP Engineer,108322,SE,Israel,S,Israel,100,"Python, TensorFlow, MLOps",Associate,5,Government,8.9,Predictive Systems,2,0,0,0,1,0,0.05187074829931973,0.04098639455782313
Research Scientist,86366,MI,United States,S,United States,0,"Git, Scala, MLOps, R",PhD,4,Manufacturing,7.7,Digital Transformation LLC,1,0,3,1,0,0,0.05314625850340136,0.042261904761904764
AI Research Scientist,120541,MI,Denmark,M,Denmark,100,"PyTorch, Kubernetes, Hadoop, NLP, GCP",Master,2,Consulting,6.2,Predictive Systems,1,1,2,0,0,0,0.049829931972789114,0.03843537414965986
Machine Learning Researcher,116075,SE,Singapore,S,Singapore,50,"Python, Spark, Java, TensorFlow",Bachelor,7,Education,5.1,AI Innovations,2,0,1,0,0,0,0.05204081632653061,0.04175170068027211
AI Specialist,55058,EN,Japan,S,Japan,100,"Python, Mathematics, TensorFlow",Bachelor,0,Consulting,6.1,Future Systems,0,0,1,0,0,0,0.050085034013605444,0.03988095238095238
NLP Engineer,170181,EX,Ireland,M,Ireland,100,"Deep Learning, Python, Azure, TensorFlow",Bachelor,11,Gaming,8.0,DataVision Ltd,3,1,1,0,0,1,0.05127551020408163,0.04311224489795919
AI Specialist,81172,MI,Ireland,M,Ireland,50,"Python, Docker, Deep Learning, Azure, GCP",Associate,3,Consulting,8.0,TechCorp Inc,1,1,0,0,1,0,0.05127551020408163,0.04311224489795919
Data Engineer,90203,MI,Australia,M,Australia,0,"Linux, Python, Data Visualization, MLOps",Bachelor,2,Manufacturing,9.1,Smart Analytics,1,1,1,0,1,0,0.047448979591836735,0.039965986394557826
NLP Engineer,84009,EN,Denmark,S,Denmark,50,"Kubernetes, R, Azure, AWS",Master,1,Retail,6.1,TechCorp Inc,0,0,2,0,1,0,0.049829931972789114,0.03843537414965986
ML Ops Engineer,216873,EX,Sweden,L,Sweden,0,"TensorFlow, Linux, MLOps, Computer Vision",PhD,11,Automotive,9.5,Quantum Computing Inc,3,2,3,0,1,0,0.05085034013605442,0.03988095238095238
Data Scientist,90125,MI,Germany,M,Germany,0,"Deep Learning, Computer Vision, Linux, SQL",PhD,3,Manufacturing,6.7,Machine Intelligence Group,1,1,3,1,0,0,0.05136054421768708,0.04149659863945578
AI Research Scientist,145423,SE,Australia,L,Australia,100,"Mathematics, Git, Python, TensorFlow",PhD,7,Manufacturing,8.8,DeepTech Ventures,2,2,3,0,1,0,0.047448979591836735,0.039965986394557826
AI Specialist,36971,SE,India,S,Argentina,0,"AWS, Tableau, Spark, Mathematics, Computer Vision",PhD,5,Education,5.7,Cloud AI Solutions,2,0,3,0,0,1,0.03945578231292517,0.0068877551020408165
Machine Learning Researcher,54773,EN,United Kingdom,S,United Kingdom,100,"SQL, TensorFlow, Computer Vision, Statistics",Bachelor,0,Automotive,7.9,TechCorp Inc,0,0,1,0,0,0,0.052636054421768705,0.042006802721088435
Computer Vision Engineer,217112,EX,France,L,France,100,"Mathematics, Python, Azure, Linux",Bachelor,17,Retail,7.7,Predictive Systems,3,2,1,0,0,1,0.050255102040816325,0.04319727891156463
NLP Engineer,90342,EN,Germany,L,Argentina,50,"Kubernetes, NLP, SQL, PyTorch, R",Associate,0,Manufacturing,7.3,TechCorp Inc,0,2,0,1,0,0,0.05136054421768708,0.0068877551020408165
Data Engineer,127066,SE,Australia,M,Kenya,50,"Python, AWS, Scala, TensorFlow, Git",PhD,6,Transportation,7.8,Cognitive Computing,2,1,3,1,0,0,0.047448979591836735,0.006207482993197279
Principal Data Scientist,88758,EN,Germany,L,Germany,0,"AWS, Computer Vision, Spark, Java",Master,1,Technology,9.0,Future Systems,0,2,2,1,0,0,0.05136054421768708,0.04149659863945578
Head of AI,204044,EX,France,S,France,0,"Python, Spark, Deep Learning",PhD,10,Education,9.1,Smart Analytics,3,0,3,1,0,0,0.050255102040816325,0.04319727891156463
Principal Data Scientist,52713,MI,China,L,China,100,"MLOps, Python, Spark, Scala",Bachelor,2,Telecommunications,9.5,Autonomous Tech,1,2,1,0,0,0,0.050085034013605444,0.04353741496598639
AI Software Engineer,159242,EX,Finland,S,Finland,100,"Kubernetes, Deep Learning, Data Visualization, GCP",Associate,10,Real Estate,6.1,Future Systems,3,0,0,0,0,1,0.04855442176870748,0.03792517006802721
Computer Vision Engineer,111723,SE,South Korea,S,Ukraine,0,"R, Statistics, Computer Vision, GCP",PhD,6,Transportation,9.7,Autonomous Tech,2,0,3,0,0,1,0.053061224489795916,0.006802721088435374
Principal Data Scientist,72674,MI,Israel,S,Vietnam,0,"Linux, Java, SQL, Kubernetes, PyTorch",PhD,2,Consulting,7.7,TechCorp Inc,1,0,3,0,1,0,0.05187074829931973,0.007227891156462585
Data Analyst,65215,EN,Australia,S,Australia,50,"SQL, Scala, Computer Vision, Deep Learning",PhD,0,Manufacturing,7.7,Future Systems,0,0,3,0,0,1,0.047448979591836735,0.039965986394557826
AI Product Manager,229849,EX,Netherlands,S,Netherlands,100,"Kubernetes, SQL, Computer Vision, Mathematics",Master,17,Technology,6.5,Cloud AI Solutions,3,0,2,0,1,0,0.050425170068027214,0.04047619047619048
AI Consultant,194158,EX,France,L,France,100,"Linux, Azure, TensorFlow, Git",PhD,15,Media,9.5,Future Systems,3,2,3,0,0,1,0.050255102040816325,0.04319727891156463
AI Software Engineer,86397,EN,Germany,L,Germany,0,"Computer Vision, Git, Kubernetes, PyTorch",Bachelor,1,Automotive,6.3,Algorithmic Solutions,0,2,1,0,0,1,0.05136054421768708,0.04149659863945578
Deep Learning Engineer,154049,SE,Japan,M,Japan,100,"Git, Hadoop, Tableau",PhD,8,Healthcare,6.3,Advanced Robotics,2,1,3,0,0,1,0.050085034013605444,0.03988095238095238
Data Engineer,202421,EX,Norway,L,Norway,100,"Kubernetes, Git, PyTorch",Master,19,Manufacturing,6.4,Machine Intelligence Group,3,2,2,1,0,0,0.04846938775510204,0.03903061224489796
Data Scientist,125995,EX,France,S,United Kingdom,0,"SQL, Spark, PyTorch, Hadoop",PhD,12,Transportation,9.4,DataVision Ltd,3,0,3,0,0,1,0.050255102040816325,0.042006802721088435
Machine Learning Engineer,128271,SE,Canada,S,Canada,100,"Data Visualization, NLP, Tableau",Bachelor,5,Government,7.7,Advanced Robotics,2,0,1,0,1,0,0.053316326530612246,0.04336734693877551
Data Scientist,113891,MI,Norway,L,Germany,0,"Docker, Statistics, Git, Spark",Master,4,Healthcare,9.8,Digital Transformation LLC,1,2,2,0,1,0,0.04846938775510204,0.04149659863945578
Head of AI,173041,EX,Finland,S,Finland,100,"NLP, Kubernetes, Deep Learning, Git",Master,10,Government,8.0,Autonomous Tech,3,0,2,1,0,0,0.04855442176870748,0.03792517006802721
AI Research Scientist,86595,MI,Australia,M,Australia,100,"Spark, TensorFlow, NLP",Master,4,Transportation,5.7,Cognitive Computing,1,1,2,0,1,0,0.047448979591836735,0.039965986394557826
AI Specialist,178459,SE,Norway,L,France,100,"SQL, AWS, Computer Vision, GCP, Data Visualization",Master,8,Gaming,7.1,Quantum Computing Inc,2,2,2,1,0,0,0.04846938775510204,0.04319727891156463
Data Analyst,126854,SE,Australia,S,Australia,100,"TensorFlow, PyTorch, Statistics",Master,9,Retail,6.9,Algorithmic Solutions,2,0,2,0,0,0,0.047448979591836735,0.039965986394557826
ML Ops Engineer,123821,SE,Austria,M,Austria,50,"Kubernetes, Spark, MLOps, NLP",Bachelor,8,Technology,8.8,AI Innovations,2,1,1,0,1,0,0.04625850340136054,0.03860544217687075
Head of AI,170894,SE,Japan,L,Japan,0,"Data Visualization, PyTorch, SQL",Bachelor,8,Real Estate,6.9,Algorithmic Solutions,2,2,1,1,0,0,0.050085034013605444,0.03988095238095238
Machine Learning Engineer,216192,EX,South Korea,L,South Korea,100,"Hadoop, Spark, NLP, Computer Vision",Bachelor,15,Gaming,6.2,Advanced Robotics,3,2,1,0,1,0,0.053061224489795916,0.04013605442176871
AI Specialist,250855,EX,United States,S,United States,0,"Spark, Git, Data Visualization, MLOps",Master,15,Energy,6.1,Advanced Robotics,3,0,2,0,0,1,0.05314625850340136,0.042261904761904764
Robotics Engineer,64447,EN,United Kingdom,M,United Kingdom,100,"Computer Vision, Git, Tableau",Master,0,Finance,6.5,Future Systems,0,1,2,0,0,0,0.052636054421768705,0.042006802721088435
Research Scientist,134807,EX,Canada,M,Denmark,0,"GCP, Kubernetes, SQL, Azure, Computer Vision",Bachelor,17,Manufacturing,8.8,Digital Transformation LLC,3,1,1,1,0,0,0.053316326530612246,0.03843537414965986
Autonomous Systems Engineer,169303,EX,Germany,M,Germany,0,"Linux, Kubernetes, AWS, Data Visualization",PhD,14,Transportation,7.0,Machine Intelligence Group,3,1,3,1,0,0,0.05136054421768708,0.04149659863945578
Data Analyst,201545,EX,Ireland,L,Australia,0,"Scala, Mathematics, Spark, Kubernetes",PhD,17,Telecommunications,6.7,Cloud AI Solutions,3,2,3,0,0,0,0.05127551020408163,0.039965986394557826
AI Architect,229381,EX,France,M,France,50,"Python, TensorFlow, Scala",PhD,19,Technology,9.0,Digital Transformation LLC,3,1,3,0,0,0,0.050255102040816325,0.04319727891156463
AI Software Engineer,55817,EN,Canada,S,Canada,100,"Python, Azure, Deep Learning, SQL",Associate,0,Technology,6.1,Autonomous Tech,0,0,0,0,0,1,0.053316326530612246,0.04336734693877551
Deep Learning Engineer,60738,EN,United Kingdom,S,United Kingdom,50,"Python, Docker, AWS, TensorFlow",Master,0,Automotive,5.7,Digital Transformation LLC,0,0,2,0,0,1,0.052636054421768705,0.042006802721088435
Computer Vision Engineer,81528,MI,South Korea,L,South Korea,50,"Python, Java, Mathematics, Linux",PhD,4,Telecommunications,6.9,DataVision Ltd,1,2,3,0,1,0,0.053061224489795916,0.04013605442176871
AI Architect,199077,EX,Sweden,S,India,100,"Computer Vision, Tableau, Data Visualization",Associate,14,Retail,6.7,Cognitive Computing,3,0,0,0,1,0,0.05085034013605442,0.03784013605442177
Deep Learning Engineer,182312,EX,Austria,L,Austria,100,"Python, Data Visualization, Statistics, MLOps",PhD,18,Telecommunications,7.7,Smart Analytics,3,2,3,0,0,1,0.04625850340136054,0.03860544217687075
Computer Vision Engineer,69117,MI,Finland,S,New Zealand,0,"Deep Learning, AWS, Docker",Master,4,Finance,9.6,Algorithmic Solutions,1,0,2,0,0,1,0.04855442176870748,0.007227891156462585
AI Architect,211690,EX,Israel,M,Israel,100,"Tableau, Computer Vision, Python, AWS",Associate,11,Real Estate,9.6,Advanced Robotics,3,1,0,0,0,1,0.05187074829931973,0.04098639455782313
AI Software Engineer,91715,SE,South Korea,S,Netherlands,100,"Tableau, Deep Learning, R, Python, TensorFlow",PhD,7,Education,8.6,Neural Networks Co,2,0,3,0,0,1,0.053061224489795916,0.04047619047619048
Computer Vision Engineer,133643,SE,Austria,L,Austria,0,"Python, MLOps, Kubernetes",Associate,5,Healthcare,7.0,Digital Transformation LLC,2,2,0,1,0,0,0.04625850340136054,0.03860544217687075
Head of AI,86349,MI,Finland,S,Finland,100,"Git, Java, Computer Vision, Mathematics, Spark",Master,2,Transportation,6.4,Autonomous Tech,1,0,2,1,0,0,0.04855442176870748,0.03792517006802721
AI Architect,227082,EX,United Kingdom,S,United Kingdom,0,"Git, Hadoop, Tableau, AWS",Associate,18,Media,8.4,Quantum Computing Inc,3,0,0,0,1,0,0.052636054421768705,0.042006802721088435
Machine Learning Engineer,134463,SE,United Kingdom,M,Netherlands,0,"Spark, Linux, TensorFlow, Java",Bachelor,5,Manufacturing,5.3,Quantum Computing Inc,2,1,1,1,0,0,0.052636054421768705,0.04047619047619048
Research Scientist,61395,EN,Singapore,M,Singapore,50,"Statistics, Tableau, NLP",Master,1,Real Estate,9.7,Machine Intelligence Group,0,1,2,0,0,0,0.05204081632653061,0.04175170068027211
Autonomous Systems Engineer,152556,SE,Norway,S,Norway,0,"Deep Learning, SQL, Computer Vision, Scala, Azure",Master,5,Automotive,5.3,Advanced Robotics,2,0,2,0,0,1,0.04846938775510204,0.03903061224489796
Machine Learning Researcher,209974,EX,Singapore,S,Singapore,0,"Python, GCP, Scala, SQL",Master,18,Consulting,10.0,Quantum Computing Inc,3,0,2,0,0,1,0.05204081632653061,0.04175170068027211
Deep Learning Engineer,107118,MI,Denmark,M,Denmark,100,"PyTorch, Data Visualization, GCP, TensorFlow, Linux",Bachelor,4,Automotive,8.1,Cognitive Computing,1,1,1,0,0,0,0.049829931972789114,0.03843537414965986
