job_title,experience_level,company_location,company_size,employee_residence,remote_ratio,education_required,years_experience,industry,benefits_score
Robotics Engineer,MI,France,M,Belgium,50,PhD,3,Automotive,8.6
Research Scientist,EX,China,L,China,0,Associate,10,Healthcare,9.2
Computer Vision Engineer,MI,Singapore,S,Belgium,50,Associate,4,Manufacturing,9.0
AI Architect,MI,Netherlands,S,Netherlands,50,Bachelor,3,Technology,5.7
Research Scientist,EX,China,L,China,100,Associate,17,Retail,9.4
Head of AI,EN,Denmark,L,Denmark,50,Bachelor,1,Media,9.4
AI Architect,MI,Finland,S,Canada,100,PhD,3,Energy,5.1
AI Product Manager,MI,Finland,M,Finland,50,PhD,3,Healthcare,9.6
ML Ops Engineer,EN,Denmark,L,Denmark,50,Bachelor,1,Real Estate,8.3
Head of AI,SE,India,M,India,100,PhD,7,Retail,8.4
AI Consultant,EN,United Kingdom,S,United Kingdom,100,Master,1,Manufacturing,8.4
Principal Data Scientist,MI,Ireland,M,Ireland,50,PhD,4,Technology,8.4
Robotics Engineer,SE,South Korea,S,Poland,100,Associate,6,Finance,6.7
Research Scientist,EN,Japan,M,Japan,100,Associate,0,Government,6.4
AI Architect,EN,United Kingdom,S,United Kingdom,0,Associate,0,Consulting,9.2
Research Scientist,SE,Denmark,S,Denmark,100,PhD,6,Automotive,5.3
Data Scientist,EX,Austria,M,Austria,0,Associate,10,Manufacturing,6.1
AI Consultant,SE,Finland,S,Finland,0,Master,6,Gaming,5.3
ML Ops Engineer,EN,Israel,S,Israel,100,PhD,1,Government,5.7
ML Ops Engineer,EN,Japan,M,Japan,50,Bachelor,0,Technology,9.3
AI Architect,MI,Australia,M,Australia,50,Associate,2,Consulting,8.4
Research Scientist,SE,Norway,S,Norway,50,Master,6,Real Estate,6.4
AI Architect,EN,India,M,Estonia,0,Master,0,Healthcare,5.6
Robotics Engineer,MI,United States,L,United States,0,PhD,2,Consulting,5.3
AI Product Manager,EN,Japan,M,Japan,0,Associate,1,Technology,9.3
AI Research Scientist,SE,Netherlands,L,Netherlands,0,PhD,6,Consulting,8.8
AI Consultant,EX,Norway,M,Norway,0,Bachelor,18,Automotive,8.3
AI Product Manager,EN,United Kingdom,L,Russia,100,PhD,1,Healthcare,5.7
Robotics Engineer,EN,Austria,L,Turkey,0,Bachelor,0,Gaming,7.1
Deep Learning Engineer,MI,Singapore,L,Singapore,0,PhD,4,Automotive,8.4
Machine Learning Researcher,SE,France,S,France,50,PhD,5,Manufacturing,9.3
NLP Engineer,EX,Norway,M,Norway,100,Bachelor,11,Consulting,5.8
Head of AI,EN,South Korea,M,South Korea,100,Associate,0,Manufacturing,9.5
AI Software Engineer,EN,United States,L,United States,0,PhD,0,Telecommunications,9.3
AI Specialist,EX,Singapore,M,Singapore,50,Associate,15,Manufacturing,8.7
Head of AI,EX,Netherlands,L,Argentina,100,Associate,10,Energy,5.3
AI Research Scientist,EN,Israel,S,Luxembourg,100,Associate,0,Government,6.9
Principal Data Scientist,EX,Japan,M,Japan,100,PhD,18,Telecommunications,7.1
Machine Learning Engineer,SE,India,S,China,100,Master,5,Retail,7.5
AI Consultant,EX,United States,S,United States,100,PhD,13,Government,6.9
Head of AI,EX,Sweden,M,Chile,0,Bachelor,12,Energy,6.6
AI Product Manager,EX,Finland,M,New Zealand,100,Associate,13,Gaming,6.5
Machine Learning Researcher,EX,Sweden,S,Sweden,100,Master,16,Real Estate,5.8
AI Specialist,SE,Japan,S,Poland,100,Master,6,Technology,9.1
Principal Data Scientist,EX,Sweden,M,Ireland,100,PhD,19,Retail,6.7
AI Consultant,EX,India,S,India,50,Bachelor,19,Automotive,6.9
AI Product Manager,SE,Denmark,M,Denmark,50,PhD,7,Manufacturing,7.0
AI Architect,MI,Germany,L,Germany,0,PhD,3,Finance,7.0
AI Software Engineer,MI,Netherlands,L,Netherlands,50,PhD,4,Consulting,7.0
Machine Learning Engineer,EX,Germany,M,Mexico,50,PhD,14,Transportation,8.5
AI Architect,EX,United Kingdom,L,Russia,100,Associate,18,Consulting,6.9
AI Architect,MI,Germany,L,Germany,100,PhD,3,Healthcare,8.4
AI Product Manager,EN,Ireland,M,Ireland,0,PhD,0,Automotive,6.4
AI Software Engineer,MI,India,M,Luxembourg,50,PhD,2,Retail,9.6
ML Ops Engineer,MI,Austria,M,Austria,0,Master,3,Energy,9.5
Deep Learning Engineer,EX,France,S,France,50,Master,19,Government,8.3
AI Research Scientist,EX,Ireland,M,Germany,50,PhD,19,Telecommunications,8.6
AI Architect,EN,Sweden,L,Sweden,100,Associate,1,Education,6.2
Data Analyst,EN,Canada,S,Canada,50,Bachelor,1,Media,8.4
AI Software Engineer,MI,Israel,M,Israel,50,Associate,2,Healthcare,5.5
NLP Engineer,EN,Japan,L,Japan,100,PhD,1,Energy,7.0
Data Analyst,MI,China,S,China,50,PhD,2,Retail,8.0
Data Analyst,MI,Finland,M,Finland,50,Associate,2,Technology,5.2
Machine Learning Engineer,SE,Australia,L,Australia,100,Associate,5,Transportation,10.0
Research Scientist,EN,Denmark,L,Denmark,0,Bachelor,1,Gaming,7.1
Autonomous Systems Engineer,SE,China,L,China,100,Associate,9,Energy,7.0
Robotics Engineer,MI,Switzerland,L,Switzerland,0,PhD,3,Consulting,9.7
Data Engineer,EN,South Korea,M,South Korea,0,Master,1,Energy,6.6
Data Scientist,SE,Japan,S,Australia,50,Associate,6,Retail,5.7
Data Analyst,EX,Canada,M,Latvia,0,PhD,13,Retail,9.9
AI Research Scientist,SE,Ireland,M,South Korea,50,Bachelor,7,Real Estate,5.6
AI Architect,MI,Canada,M,Switzerland,100,Master,3,Education,9.9
Computer Vision Engineer,EX,Japan,M,Japan,100,Associate,17,Finance,9.9
AI Consultant,EN,Ireland,S,Denmark,50,Associate,1,Retail,7.0
Principal Data Scientist,EN,United Kingdom,L,United Kingdom,0,Bachelor,0,Transportation,7.8
Principal Data Scientist,EN,Australia,S,Nigeria,50,Master,1,Telecommunications,7.9
Computer Vision Engineer,EN,Austria,S,Austria,0,Master,0,Consulting,7.4
AI Specialist,MI,Netherlands,S,Netherlands,100,Bachelor,4,Technology,9.1
Autonomous Systems Engineer,SE,United States,S,United States,0,Master,8,Media,5.6
AI Product Manager,EN,United States,M,United States,100,Bachelor,1,Energy,8.4
NLP Engineer,SE,Japan,S,Japan,0,Master,5,Finance,7.1
Data Engineer,EX,India,M,Brazil,0,Associate,18,Real Estate,5.8
Computer Vision Engineer,EN,Japan,S,Japan,0,Associate,0,Telecommunications,5.5
Robotics Engineer,MI,Austria,S,Austria,0,Master,4,Gaming,8.1
Robotics Engineer,EN,South Korea,S,South Korea,50,PhD,1,Automotive,6.1
Computer Vision Engineer,MI,Australia,S,Denmark,0,Master,4,Telecommunications,8.0
Research Scientist,SE,Switzerland,S,Czech Republic,50,Bachelor,7,Education,5.0
ML Ops Engineer,SE,Australia,S,Ireland,100,PhD,6,Energy,5.3
Data Analyst,SE,Ireland,L,Ireland,50,Master,9,Gaming,5.5
NLP Engineer,MI,South Korea,S,South Korea,0,Associate,3,Media,5.3
Head of AI,EN,South Korea,L,South Korea,50,PhD,1,Technology,9.7
AI Specialist,MI,Austria,M,Austria,0,Master,4,Technology,6.0
AI Specialist,MI,Germany,L,China,50,Associate,4,Retail,9.2
AI Specialist,EX,Japan,L,Japan,0,Associate,11,Real Estate,8.6
Autonomous Systems Engineer,EX,France,M,Czech Republic,0,Bachelor,13,Automotive,8.8
Data Engineer,MI,India,L,Sweden,50,Bachelor,2,Finance,7.8
Machine Learning Researcher,SE,Israel,L,Israel,0,Master,9,Telecommunications,7.4
AI Specialist,MI,South Korea,M,Vietnam,100,Bachelor,4,Government,5.1
AI Architect,SE,France,M,France,50,PhD,7,Healthcare,5.4
Autonomous Systems Engineer,EX,Austria,L,Austria,50,Master,14,Energy,8.5
AI Specialist,EX,China,S,China,50,PhD,19,Consulting,5.4
Autonomous Systems Engineer,SE,China,M,China,50,Master,9,Retail,9.9
Machine Learning Researcher,MI,Austria,L,Kenya,0,Master,2,Consulting,8.1
Research Scientist,MI,United States,L,United States,100,PhD,3,Education,9.2
NLP Engineer,EX,Austria,S,Austria,50,Associate,10,Healthcare,10.0
Robotics Engineer,MI,South Korea,L,South Korea,50,PhD,4,Education,8.4
AI Research Scientist,EN,Denmark,L,Denmark,50,Bachelor,1,Transportation,9.4
Data Analyst,EX,South Korea,M,South Korea,50,PhD,12,Healthcare,5.6
AI Research Scientist,EX,South Korea,M,South Korea,100,Bachelor,19,Automotive,5.4
Data Analyst,MI,Singapore,M,Singapore,100,Bachelor,2,Telecommunications,8.9
Autonomous Systems Engineer,EN,Finland,S,Finland,0,Associate,1,Gaming,9.2
ML Ops Engineer,MI,United States,M,United States,100,Associate,2,Healthcare,8.0
Computer Vision Engineer,SE,Denmark,M,Denmark,0,Master,5,Government,9.9
Research Scientist,EX,Ireland,L,Egypt,0,Associate,15,Retail,6.9
Robotics Engineer,MI,Netherlands,L,Netherlands,0,Master,3,Transportation,7.1
Robotics Engineer,EN,India,L,India,100,Associate,0,Retail,8.1
Deep Learning Engineer,MI,Ireland,L,Ireland,50,Bachelor,3,Automotive,6.7
AI Product Manager,EN,Denmark,M,Singapore,100,Associate,0,Technology,5.9
Deep Learning Engineer,EN,Denmark,S,Denmark,0,Master,1,Real Estate,6.3
Research Scientist,EX,Austria,L,Austria,0,Bachelor,12,Technology,8.2
Research Scientist,SE,Denmark,M,Denmark,100,Bachelor,6,Manufacturing,7.4
Computer Vision Engineer,SE,Israel,S,Ukraine,50,Master,5,Finance,7.8
Head of AI,EN,Finland,M,Finland,100,Bachelor,1,Gaming,8.2
Head of AI,MI,Japan,M,Japan,100,Associate,3,Energy,9.6
Autonomous Systems Engineer,MI,South Korea,S,South Korea,100,Associate,3,Transportation,8.9
Data Scientist,SE,France,M,South Korea,0,PhD,9,Finance,8.4
AI Software Engineer,MI,Switzerland,L,Portugal,100,PhD,3,Healthcare,5.0
Machine Learning Engineer,MI,South Korea,M,South Korea,0,PhD,3,Retail,7.5
AI Consultant,EX,France,L,France,100,Master,11,Gaming,6.1
Principal Data Scientist,EN,Canada,M,Canada,100,Associate,0,Energy,6.2
Principal Data Scientist,EN,Germany,M,Germany,100,Master,0,Technology,9.6
AI Software Engineer,EN,Denmark,L,Ireland,100,PhD,0,Healthcare,9.0
Robotics Engineer,EX,Switzerland,S,Netherlands,100,Associate,18,Telecommunications,7.8
Autonomous Systems Engineer,SE,Israel,L,India,100,Master,5,Consulting,6.7
Robotics Engineer,SE,Israel,L,Israel,0,Bachelor,9,Energy,8.6
AI Software Engineer,EX,Switzerland,L,Switzerland,100,PhD,13,Real Estate,7.2
AI Product Manager,EX,Switzerland,S,Switzerland,50,Master,12,Technology,5.7
Research Scientist,EN,Netherlands,S,Netherlands,100,Master,1,Education,9.6
Research Scientist,EX,Germany,S,Germany,100,Master,10,Healthcare,7.0
AI Research Scientist,SE,Sweden,L,Sweden,50,Bachelor,5,Energy,10.0
Autonomous Systems Engineer,EX,Denmark,M,Denmark,50,Bachelor,16,Gaming,7.8
Data Scientist,SE,United Kingdom,S,United Kingdom,100,Bachelor,6,Manufacturing,6.9
AI Software Engineer,SE,China,M,Colombia,100,Bachelor,6,Gaming,9.4
Data Engineer,SE,Finland,M,Finland,50,PhD,6,Retail,8.5
AI Product Manager,EX,Israel,L,Israel,0,Associate,17,Education,8.5
Deep Learning Engineer,EX,Denmark,S,Denmark,50,Master,14,Healthcare,8.2
AI Architect,EN,South Korea,L,South Korea,0,Master,1,Retail,7.6
Robotics Engineer,SE,United Kingdom,M,Ireland,50,Master,9,Technology,5.4
AI Product Manager,EX,Singapore,L,Singapore,0,Master,19,Manufacturing,6.3
AI Architect,EX,India,M,India,100,Master,19,Manufacturing,5.9
Data Analyst,EN,Norway,M,United States,100,Master,0,Consulting,6.3
Machine Learning Engineer,SE,Norway,L,Norway,0,Master,6,Retail,6.7
AI Software Engineer,SE,Netherlands,S,Netherlands,50,Master,6,Media,8.0
AI Research Scientist,EX,Netherlands,S,United Kingdom,100,Associate,18,Media,6.7
Deep Learning Engineer,EX,Sweden,M,Hungary,50,Master,13,Healthcare,6.8
Machine Learning Researcher,SE,Ireland,S,Ireland,0,Bachelor,9,Retail,7.2
Data Scientist,EN,China,L,South Korea,0,PhD,1,Technology,7.9
Autonomous Systems Engineer,MI,Norway,L,Norway,100,Bachelor,4,Technology,8.4
AI Specialist,SE,India,L,India,50,PhD,5,Consulting,9.5
AI Product Manager,MI,France,M,South Africa,50,PhD,3,Retail,9.3
AI Research Scientist,EX,Sweden,M,Sweden,100,Master,18,Finance,8.9
Machine Learning Engineer,EN,Norway,L,Norway,100,Associate,1,Healthcare,8.7
AI Consultant,EX,Norway,L,Norway,50,Associate,16,Consulting,6.8
Machine Learning Researcher,MI,Austria,S,Austria,0,PhD,3,Education,7.3
Computer Vision Engineer,MI,Norway,M,Norway,0,PhD,2,Manufacturing,5.2
Data Scientist,MI,Ireland,S,Russia,100,Associate,3,Transportation,8.6
AI Consultant,SE,Switzerland,M,South Africa,50,Master,5,Media,9.2
Data Engineer,MI,India,L,India,100,PhD,2,Real Estate,5.6
AI Specialist,EN,United States,M,United States,100,PhD,0,Telecommunications,9.9
ML Ops Engineer,MI,Canada,S,Canada,0,PhD,4,Manufacturing,9.2
Data Engineer,EX,Norway,L,Norway,100,Associate,13,Government,6.3
Head of AI,MI,Netherlands,L,Netherlands,0,Associate,2,Transportation,9.0
Robotics Engineer,MI,Sweden,L,Belgium,100,Master,3,Education,6.8
Data Engineer,SE,United States,S,Chile,0,PhD,8,Gaming,7.6
AI Research Scientist,EN,Japan,M,Japan,0,Master,1,Telecommunications,9.6
AI Specialist,MI,Canada,L,Canada,50,PhD,3,Consulting,7.6
AI Specialist,MI,Israel,S,Latvia,0,Associate,4,Telecommunications,5.8
Head of AI,MI,Switzerland,S,Switzerland,50,Associate,2,Finance,8.2
ML Ops Engineer,SE,South Korea,L,Latvia,50,PhD,8,Real Estate,9.5
Head of AI,MI,France,S,Philippines,0,Master,4,Consulting,6.9
Deep Learning Engineer,MI,Ireland,S,Ireland,100,Bachelor,4,Automotive,5.6
Autonomous Systems Engineer,SE,United States,L,Philippines,0,Master,5,Consulting,8.8
Deep Learning Engineer,EX,Australia,M,Australia,100,Master,18,Energy,6.4
Autonomous Systems Engineer,EN,South Korea,S,Australia,0,Master,0,Real Estate,7.0
Robotics Engineer,MI,Canada,M,Canada,0,Associate,2,Automotive,7.9
Principal Data Scientist,EX,Canada,S,Israel,50,Associate,17,Media,8.5
AI Software Engineer,EX,Australia,S,Ghana,0,Master,17,Telecommunications,8.0
Deep Learning Engineer,EX,Israel,M,Israel,0,Bachelor,12,Media,8.8
Data Analyst,MI,Singapore,M,Singapore,100,Master,2,Gaming,8.9
Computer Vision Engineer,EN,Ireland,S,Ireland,0,Associate,0,Retail,5.6
Machine Learning Researcher,EX,China,L,China,100,Master,14,Education,9.7
AI Research Scientist,MI,France,L,France,0,Associate,2,Gaming,7.8
Data Engineer,SE,Australia,L,Australia,100,Associate,7,Real Estate,6.5
Computer Vision Engineer,MI,Singapore,M,Nigeria,50,Associate,3,Retail,5.3
AI Product Manager,SE,Japan,M,Japan,0,Master,5,Retail,8.0
AI Product Manager,MI,United Kingdom,M,Austria,100,PhD,3,Energy,6.1
AI Architect,MI,Israel,L,Thailand,50,Bachelor,4,Media,7.7
Machine Learning Researcher,SE,Denmark,M,Denmark,100,Master,9,Gaming,7.6
AI Product Manager,EX,Singapore,S,Singapore,50,Associate,14,Transportation,5.2
NLP Engineer,SE,Sweden,M,Sweden,100,Master,7,Healthcare,6.8
Data Scientist,EN,Finland,S,United States,100,Master,1,Finance,5.8
AI Research Scientist,MI,China,S,Turkey,0,PhD,2,Retail,7.2
NLP Engineer,EN,Switzerland,L,Philippines,100,Bachelor,0,Media,8.4
Autonomous Systems Engineer,EN,France,L,Indonesia,100,Associate,0,Government,5.0
AI Architect,SE,Denmark,S,Argentina,100,Bachelor,8,Transportation,9.5
Head of AI,EN,South Korea,S,Italy,0,Associate,1,Real Estate,7.8
NLP Engineer,EX,Norway,M,Norway,50,Master,11,Government,9.8
Autonomous Systems Engineer,SE,India,L,Romania,50,Associate,6,Telecommunications,8.7
Deep Learning Engineer,EX,Norway,M,Norway,0,Associate,19,Technology,5.3
NLP Engineer,EN,Netherlands,S,Netherlands,100,Associate,0,Real Estate,9.4
Data Engineer,SE,Singapore,L,Singapore,50,PhD,7,Retail,6.3
Computer Vision Engineer,EN,Japan,M,Japan,50,Master,0,Consulting,8.4
Autonomous Systems Engineer,SE,Switzerland,M,Switzerland,50,Bachelor,6,Telecommunications,8.4
Robotics Engineer,EX,United Kingdom,M,Egypt,100,Associate,12,Technology,8.6
Machine Learning Researcher,EX,Australia,M,Australia,100,Master,17,Government,8.3
AI Consultant,EN,Australia,M,Australia,0,Associate,0,Automotive,8.0
Principal Data Scientist,EN,United States,L,United States,0,Master,1,Automotive,5.8
Machine Learning Researcher,EN,Canada,M,Canada,50,Bachelor,1,Energy,9.1
Data Analyst,EX,Austria,M,Austria,50,Master,17,Healthcare,9.9
Data Engineer,EX,Switzerland,M,United States,0,Master,16,Healthcare,9.0
Principal Data Scientist,SE,Ireland,S,Ireland,0,Master,5,Education,9.0
Machine Learning Engineer,SE,Germany,S,Austria,0,PhD,5,Transportation,8.8
Computer Vision Engineer,EN,Japan,L,Japan,100,PhD,1,Automotive,7.2
AI Software Engineer,EX,United States,L,United States,0,Associate,17,Retail,5.1
Machine Learning Engineer,EN,Sweden,M,Luxembourg,100,Associate,0,Energy,5.6
Machine Learning Researcher,SE,Ireland,M,Ireland,100,Master,5,Automotive,6.1
Machine Learning Researcher,EN,Israel,S,Nigeria,0,Bachelor,0,Manufacturing,9.0
ML Ops Engineer,EX,France,S,Chile,50,Bachelor,15,Gaming,9.0
AI Consultant,SE,Sweden,M,Sweden,0,Associate,8,Technology,7.7
AI Architect,SE,Switzerland,L,Switzerland,50,Bachelor,6,Telecommunications,7.0
Data Engineer,EN,Austria,S,Austria,50,Master,0,Healthcare,8.5
AI Product Manager,EX,Switzerland,L,Switzerland,50,Bachelor,19,Media,9.1
Robotics Engineer,MI,Switzerland,M,Poland,100,PhD,4,Automotive,9.7
AI Product Manager,EN,Sweden,S,Sweden,0,Master,1,Government,7.5
Data Scientist,EX,Canada,L,Canada,100,Master,17,Consulting,5.6
Deep Learning Engineer,MI,Australia,L,Russia,100,Bachelor,3,Retail,8.2
Computer Vision Engineer,EX,Sweden,S,Sweden,0,PhD,13,Manufacturing,9.5
Head of AI,SE,Sweden,S,Sweden,50,Associate,9,Automotive,7.1
AI Specialist,EN,Canada,S,Canada,0,Master,0,Finance,6.1
Robotics Engineer,EX,Singapore,M,Singapore,100,PhD,14,Automotive,7.9
Machine Learning Researcher,MI,France,M,France,50,PhD,2,Real Estate,7.3
AI Consultant,EX,Switzerland,M,Switzerland,100,Bachelor,18,Manufacturing,9.2
Autonomous Systems Engineer,SE,Switzerland,S,Switzerland,50,Associate,7,Government,9.6
AI Architect,EN,Canada,S,Canada,50,PhD,0,Real Estate,6.1
Principal Data Scientist,EX,Netherlands,M,Netherlands,50,Associate,19,Transportation,7.1
AI Product Manager,EN,Netherlands,S,Netherlands,50,Associate,0,Consulting,5.9
AI Specialist,SE,China,S,Hungary,50,Master,9,Energy,8.1
Principal Data Scientist,EX,Norway,L,Norway,100,PhD,16,Media,6.9
Principal Data Scientist,MI,Netherlands,S,Netherlands,50,Master,2,Government,5.7
Machine Learning Researcher,SE,Austria,M,Austria,0,PhD,6,Consulting,8.4
Data Scientist,SE,South Korea,L,Chile,50,PhD,9,Automotive,7.7
AI Software Engineer,EX,Israel,S,Israel,0,Master,17,Government,6.9
Research Scientist,EX,Ireland,S,Malaysia,0,PhD,12,Manufacturing,9.3
Research Scientist,EX,India,S,India,100,PhD,14,Gaming,8.5
Computer Vision Engineer,SE,Israel,S,Russia,50,PhD,9,Manufacturing,6.5
Head of AI,EX,India,S,India,100,Bachelor,19,Consulting,8.7
Machine Learning Engineer,EX,Denmark,L,Denmark,50,PhD,16,Automotive,9.7
Data Analyst,EN,Germany,L,Germany,0,Master,1,Education,8.9
Data Scientist,MI,Ireland,L,Ireland,100,Associate,2,Consulting,8.6
Data Engineer,EN,Sweden,M,Sweden,0,Associate,0,Healthcare,8.2
AI Architect,EN,China,M,China,50,PhD,1,Automotive,5.4
AI Architect,EX,China,S,Germany,50,Master,11,Manufacturing,6.1
AI Consultant,SE,Ireland,L,Ireland,100,Master,8,Automotive,5.9
Data Analyst,MI,Sweden,M,Sweden,100,Bachelor,2,Telecommunications,9.9
Robotics Engineer,EX,Finland,S,Finland,0,PhD,15,Technology,5.6
Data Analyst,MI,Austria,L,Austria,50,PhD,4,Consulting,6.4
AI Specialist,EX,Australia,M,Australia,50,Bachelor,12,Automotive,9.4
Machine Learning Engineer,EX,India,L,India,0,PhD,12,Education,5.4
Computer Vision Engineer,EX,Netherlands,M,Netherlands,0,Associate,11,Healthcare,6.4
AI Specialist,EN,Israel,S,Singapore,0,Master,1,Retail,7.9
ML Ops Engineer,EN,Australia,S,Australia,0,PhD,1,Healthcare,8.3
Research Scientist,MI,China,L,China,50,PhD,3,Media,8.4
AI Product Manager,EX,Australia,S,Australia,50,PhD,15,Healthcare,9.5
Data Analyst,EX,France,S,France,100,PhD,18,Technology,9.7
Deep Learning Engineer,EX,Australia,L,Hungary,50,Master,17,Automotive,7.9
AI Product Manager,EN,Germany,S,Luxembourg,100,Associate,1,Retail,6.4
Deep Learning Engineer,EN,Switzerland,S,Ireland,100,Associate,0,Real Estate,8.7
Autonomous Systems Engineer,EN,Norway,M,Luxembourg,0,PhD,0,Media,8.3
Autonomous Systems Engineer,EX,United States,S,United States,100,Master,13,Consulting,9.7
Machine Learning Researcher,MI,China,L,China,0,Associate,2,Consulting,6.6
Principal Data Scientist,SE,Denmark,L,South Korea,100,Associate,5,Finance,8.9
AI Specialist,SE,Ireland,L,Ireland,100,Master,9,Retail,5.4
Data Scientist,SE,Singapore,M,Singapore,100,Bachelor,8,Education,8.8
AI Research Scientist,SE,United Kingdom,L,Canada,100,Associate,5,Finance,9.7
AI Software Engineer,EX,South Korea,L,Denmark,100,Bachelor,12,Telecommunications,9.6
AI Software Engineer,EX,Singapore,L,Netherlands,50,Bachelor,11,Transportation,5.1
Data Scientist,SE,Ireland,M,Ireland,50,Associate,5,Consulting,6.7
AI Product Manager,EN,Canada,L,Sweden,0,Bachelor,0,Retail,7.5
Autonomous Systems Engineer,MI,Israel,L,Israel,0,Associate,3,Automotive,9.8
AI Product Manager,EN,Germany,M,Germany,100,Bachelor,1,Transportation,7.4
AI Specialist,EN,China,S,China,0,Master,0,Automotive,8.7
Machine Learning Researcher,EN,Austria,L,Austria,50,Master,1,Government,7.5
Computer Vision Engineer,EN,Switzerland,M,Malaysia,50,Bachelor,1,Transportation,5.3
Head of AI,EX,Denmark,S,Denmark,0,Associate,17,Finance,9.5
NLP Engineer,EN,France,L,France,50,Associate,1,Healthcare,6.8
Data Engineer,EN,Germany,L,Germany,0,Master,1,Education,8.0
Data Engineer,EN,Singapore,M,Argentina,0,Bachelor,0,Telecommunications,6.4
AI Consultant,SE,United Kingdom,S,United Kingdom,50,Master,9,Education,8.0
AI Product Manager,EN,Ireland,L,Ireland,50,Associate,1,Healthcare,9.5
